,UserID,Name,Gender,DOB,Interests,City,Occupation,Budget (£),Age,Age Range,Cluster,Cluster_tag
25,14889,Aaron Beasley,Male,2003-03-10,"['Politics', 'Sports', 'Business and entrepreneurship']",Bolton,HR Manager,6725,22,18-25,0,Business and entrepreneurship & Technology
26,88637,Kristine Jarrard,Male,1969-11-04,['Parenting and family'],Manchester,Technical Writer,4557,56,56-65,4,Cars and automobiles & Parenting and family
27,94893,Jean Lollar,Male,1961-11-15,"['Nature', 'Finance and investments', 'Movies', 'Books', 'Fashion']",Preston,Market Research Analyst,6222,64,56-65,2,Fashion & Gaming
28,92732,Gregory Offield,Male,1954-07-28,"['Fashion', 'Health and wellness', 'Science']",Liverpool,Waiter,2712,71,66+,2,Fashion & Gaming
29,29131,David Davis,Male,1998-02-12,"['Education and learning', 'Business and entrepreneurship']",Stockport,Market Research Analyst,4418,27,26-35,5,Art & Education and learning
30,79023,Linda Choate,Male,1961-02-27,"['History', 'Movies', 'Beauty', 'Movies']",Preston,Data Analyst,5553,64,56-65,1,Finance and investments & History
31,84937,Theresa Pope,Female,1959-02-12,['Fashion'],Stockport,Sales Executive,3632,66,66+,2,Fashion & Gaming
32,16822,Kyle Hinojosa,Male,1995-09-02,"['Gaming', 'Parenting and family', 'Fashion', 'Health and wellness', 'Gardening']",Liverpool,Technical Writer,3682,30,26-35,2,Fashion & Gaming
33,36734,Elizabeth Godwin,Male,1963-05-05,"['Gaming', 'Art', 'Fashion', 'Parenting and family']",Bolton,Receptionist,3609,62,56-65,2,Fashion & Gaming
34,15603,Timothy Buggs,Female,2000-11-03,"['Cars and automobiles', 'Fashion', 'Travel']",Stockport,Taxi Driver,4094,25,26-35,2,Fashion & Gaming
35,28534,William Culverhouse,Male,1990-07-15,"['Beauty', 'Nature', 'Business and entrepreneurship']",Manchester,IT technician,4124,35,36-45,3,Nature & Travel
36,69770,Franklin Mccrory,Male,1968-03-05,"['Cars and automobiles', 'Parenting and family']",Bolton,Business Consultant,8790,57,56-65,4,Cars and automobiles & Parenting and family
37,11406,Joseph Mcray,Female,1975-10-07,"['Social causes and activism', 'Nature', 'Nature', 'Gardening', 'Sports']",Liverpool,Market Research Analyst,4184,50,46-55,3,Nature & Travel
38,96853,Linda Gaddis,Female,1957-06-12,"['Beauty', 'Food and dining']",Liverpool,Receptionist,3778,68,66+,0,Business and entrepreneurship & Technology
39,16131,Patricia Mackinder,Female,1994-02-08,"['Sports', 'Science', 'DIY and crafts', 'Education and learning', 'Finance and investments']",Bolton,Cleaner,3050,31,26-35,5,Art & Education and learning
40,19793,Wanda Dighton,Male,1977-05-26,"['Photography', 'Science']",Preston,Procurement Specialist,5999,48,46-55,1,Finance and investments & History
41,89578,Matthew Lambert,Female,1971-02-02,['Gaming'],Manchester,Delivery Driver,2712,54,46-55,0,Business and entrepreneurship & Technology
42,40164,Anne Ober,Female,1972-01-20,"['Outdoor activities', 'Finance and investments', 'Fashion']",Liverpool,Waiter,2880,53,46-55,2,Fashion & Gaming
43,31777,Marion Clark,Male,1966-05-19,"['Sports', 'Gardening', 'History']",Liverpool,Chef,3127,59,56-65,1,Finance and investments & History
44,25331,Anne Aumick,Female,1979-05-18,"['History', 'Parenting and family', 'Pets']",Manchester,Waiter,2751,46,46-55,1,Finance and investments & History
45,79157,Samuel Alvarez,Female,2000-06-07,"['Gardening', 'Technology', 'Beauty', 'Photography', 'Health and wellness']",Liverpool,Construction Worker,2823,25,26-35,6,Health and wellness & Education and learning
46,51686,James Canta,Female,1989-10-11,['Books'],Manchester,Loan Officer,4597,36,36-45,1,Finance and investments & History
47,75499,Murray Maclean,Female,1981-06-20,['Business and entrepreneurship'],Bolton,Accountant,6026,44,36-45,0,Business and entrepreneurship & Technology
48,4728,Amber Gantner,Male,1963-01-16,"['Fashion', 'Nature', 'Books']",Liverpool,HR Manager,6307,62,56-65,2,Fashion & Gaming
49,85199,Jonathan Eargle,Female,1973-08-03,"['Outdoor activities', 'Travel', 'Books', 'Fashion', 'Gaming']",Liverpool,Software Engineer,7583,52,46-55,2,Fashion & Gaming
50,35796,Edward Noyes,Female,1986-10-24,"['Books', 'Beauty', 'Fashion', 'Gardening', 'Art']",Stockport,Barista,2221,39,36-45,2,Fashion & Gaming
51,12257,Kenneth Wight,Male,1981-10-01,"['Business and entrepreneurship', 'Technology', 'Technology']",Preston,Accountant,4521,44,36-45,0,Business and entrepreneurship & Technology
52,35719,Cynthia Eldreth,Female,1981-05-01,"['Books', 'Food and dining']",Liverpool,Public Relations Specialist,6872,44,36-45,1,Finance and investments & History
53,70552,James Lutz,Female,1986-04-27,"['Movies', 'Pets', 'Travel', 'Nature']",Bolton,Business Consultant,11713,39,36-45,3,Nature & Travel
54,54375,George Greer,Female,1986-07-13,"['Sports', 'Cars and automobiles', 'Science', 'Finance and investments', 'Fitness']",Stockport,Loan Officer,5182,39,36-45,4,Cars and automobiles & Parenting and family
55,39692,Karen Archibald,Male,1956-02-19,"['Food and dining', 'Travel', 'Politics', 'Nature', 'Politics']",Manchester,Technical Writer,6361,69,66+,3,Nature & Travel
56,93703,Cecil Chambers,Male,1962-11-13,"['Politics', 'Fitness', 'Health and wellness']",Liverpool,Accountant,5147,63,56-65,6,Health and wellness & Education and learning
57,73692,Jack Berry,Male,1980-11-25,"['Business and entrepreneurship', 'Education and learning', 'Cooking', 'Art']",Manchester,Receptionist,3187,45,46-55,5,Art & Education and learning
58,98071,Daniel Johnson,Male,1990-09-02,"['Fitness', 'Outdoor activities']",Manchester,Corporate Trainer,7383,35,36-45,1,Finance and investments & History
59,576,Catherine Modglin,Female,1988-11-23,"['Business and entrepreneurship', 'Movies']",Preston,Software Engineer,7680,37,36-45,0,Business and entrepreneurship & Technology
60,84611,Bradley Williams,Male,1964-03-17,"['Social causes and activism', 'Technology']",Manchester,Corporate Trainer,4123,61,56-65,0,Business and entrepreneurship & Technology
61,61770,Sherri Turnbow,Female,1975-06-06,"['Beauty', 'DIY and crafts', 'Nature']",Bolton,Public Relations Specialist,6730,50,46-55,3,Nature & Travel
62,32261,Herman Niles,Male,1985-12-18,"['Education and learning', 'Politics']",Preston,Business Consultant,11311,40,36-45,5,Art & Education and learning
63,82200,Josephine Jeanlouis,Female,1970-10-22,"['Cars and automobiles', 'Parenting and family', 'Books', 'Business and entrepreneurship']",Manchester,Market Research Analyst,6453,55,56-65,4,Cars and automobiles & Parenting and family
64,36291,Austin Durbin,Male,1997-07-10,"['Music', 'Beauty', 'Fashion', 'Outdoor activities', 'Music']",Preston,Electrician,3933,28,26-35,2,Fashion & Gaming
65,78450,Elizabeth Decker,Female,1957-12-26,"['Pets', 'Education and learning', 'Technology']",Stockport,Sales Executive,4556,68,66+,0,Business and entrepreneurship & Technology
66,60056,Carolyn Pieratt,Male,1967-05-15,"['Travel', 'Health and wellness']",Manchester,Cleaner,2549,58,56-65,6,Health and wellness & Education and learning
67,45949,Robert Pruitt,Female,1984-06-11,"['Business and entrepreneurship', 'Fitness', 'Health and wellness']",Bolton,Electrician,3548,41,36-45,6,Health and wellness & Education and learning
68,28178,Edmund Robinett,Female,1993-04-04,"['Music', 'Travel', 'Parenting and family']",Manchester,Quality Assurance Analyst,6000,32,26-35,3,Nature & Travel
69,84464,Charles Shields,Female,1997-04-03,"['Nature', 'Pets']",Manchester,Human Resources Coordinator,3473,28,26-35,3,Nature & Travel
70,579,Bernice Adams,Female,1978-06-13,"['Music', 'Business and entrepreneurship', 'History', 'Health and wellness', 'Photography']",Preston,Financial Analyst,4854,47,46-55,6,Health and wellness & Education and learning
71,30960,David Kelm,Female,2002-10-02,['Art'],Liverpool,Corporate Trainer,7756,23,18-25,5,Art & Education and learning
72,64291,Wade Hand,Male,1984-06-03,"['Gardening', 'Social causes and activism', 'Politics']",Manchester,HR Manager,6449,41,36-45,0,Business and entrepreneurship & Technology
73,14532,James Chee,Male,1968-04-07,"['Social causes and activism', 'Photography', 'Beauty']",Bolton,Software Engineer,8620,57,56-65,0,Business and entrepreneurship & Technology
74,17934,Bernadette Berry,Male,1975-02-20,"['Fashion', 'Beauty', 'Fashion', 'Photography']",Liverpool,Taxi Driver,2726,50,46-55,2,Fashion & Gaming
75,33609,Elizabeth Barden,Female,2001-02-16,"['Gaming', 'Movies', 'Fashion', 'Cars and automobiles', 'Sports']",Bolton,Accountant,4691,24,18-25,2,Fashion & Gaming
76,49960,Sarah Miles,Male,1971-05-21,"['Sports', 'Education and learning', 'Art']",Bolton,Mechanic,3321,54,46-55,5,Art & Education and learning
77,66599,Hugh Graham,Female,1986-09-10,"['Photography', 'Politics', 'Fashion', 'Cooking']",Preston,Sales Executive,5461,39,36-45,2,Fashion & Gaming
78,99090,Ramona Webb,Male,1954-05-22,"['Travel', 'Fitness', 'Health and wellness']",Bolton,Cleaner,3112,71,66+,6,Health and wellness & Education and learning
79,34452,Karen Helm,Male,2003-11-18,"['Business and entrepreneurship', 'History', 'Movies']",Liverpool,Accountant,4764,22,18-25,1,Finance and investments & History
80,34081,Edward Coffey,Female,1987-02-23,"['Cars and automobiles', 'Nature', 'Finance and investments', 'Science', 'Sports']",Preston,Public Relations Specialist,6732,38,36-45,4,Cars and automobiles & Parenting and family
81,63588,Allen Perez,Male,2003-01-27,"['Science', 'Fashion', 'Social causes and activism', 'History', 'Fitness']",Stockport,Electrician,3656,22,18-25,2,Fashion & Gaming
82,4294,Jeremy Adkins,Female,1980-01-08,"['Cooking', 'Gardening', 'Health and wellness', 'Outdoor activities']",Stockport,Corporate Trainer,7435,45,46-55,6,Health and wellness & Education and learning
83,69103,Edward Schaffert,Male,1954-04-11,['Music'],Manchester,Compliance Officer,5666,71,66+,0,Business and entrepreneurship & Technology
84,86412,Steven Age,Male,1992-08-07,['Education and learning'],Preston,Sales Associate,2571,33,26-35,5,Art & Education and learning
85,99477,Antonio Steinmetz,Female,1960-02-24,['Nature'],Bolton,Event Coordinator,6140,65,66+,3,Nature & Travel
86,53930,Coralie Slaughter,Male,1956-08-22,['Movies'],Manchester,Marketing Specialist,4023,69,66+,1,Finance and investments & History
87,87071,Kathleen Thaxton,Male,1974-10-30,['Food and dining'],Liverpool,Mechanic,4278,51,46-55,1,Finance and investments & History
88,65084,Reid Billingsley,Male,1989-09-07,['Food and dining'],Liverpool,Sales Executive,5837,36,36-45,1,Finance and investments & History
89,30713,Mary Slavens,Female,1962-12-07,"['Education and learning', 'Social causes and activism']",Liverpool,Receptionist,3003,63,56-65,5,Art & Education and learning
90,49183,Maryanne Frisbie,Male,1993-04-22,"['Cooking', 'Parenting and family']",Manchester,Sales Executive,6253,32,26-35,0,Business and entrepreneurship & Technology
91,57235,Sandra Anderson,Male,1982-12-22,"['Technology', 'Education and learning', 'Cooking']",Manchester,Sales Associate,3810,43,36-45,0,Business and entrepreneurship & Technology
92,15664,Bernice Diaz,Male,1998-06-28,['Movies'],Manchester,Cleaner,2601,27,26-35,1,Finance and investments & History
93,19967,Samuel Kahle,Female,1955-05-01,"['Health and wellness', 'Travel']",Liverpool,Accountant,5505,70,66+,6,Health and wellness & Education and learning
94,91913,Joseph Kinney,Female,1998-02-18,"['Nature', 'Business and entrepreneurship', 'History', 'Health and wellness']",Preston,Construction Worker,2810,27,26-35,6,Health and wellness & Education and learning
95,91958,Helen Gilder,Male,1985-05-07,"['Fitness', 'Art', 'Outdoor activities', 'Outdoor activities', 'Politics']",Manchester,Taxi Driver,4024,40,36-45,5,Art & Education and learning
96,81347,Willie Hiles,Male,1974-03-23,"['Gaming', 'Technology', 'Outdoor activities', 'Beauty']",Liverpool,Sales Executive,4618,51,46-55,0,Business and entrepreneurship & Technology
97,55326,Joshua Mustafa,Female,1987-02-18,"['Art', 'Science', 'Fashion', 'Fashion', 'Technology']",Liverpool,Marketing Specialist,4947,38,36-45,2,Fashion & Gaming
98,29858,Justin Barnes,Female,1983-09-08,['Technology'],Manchester,IT technician,3560,42,36-45,0,Business and entrepreneurship & Technology
99,71223,Charles Richard,Male,1965-02-14,"['DIY and crafts', 'Finance and investments', 'Food and dining']",Stockport,Human Resources Coordinator,5729,60,56-65,1,Finance and investments & History
100,52459,Joe Klein,Male,1968-09-12,"['Finance and investments', 'Pets', 'Cooking']",Manchester,Public Relations Specialist,6844,57,56-65,0,Business and entrepreneurship & Technology
101,88346,Charles Nelson,Male,1979-10-15,"['Cars and automobiles', 'Business and entrepreneurship', 'Movies']",Manchester,Mechanic,4082,46,46-55,4,Cars and automobiles & Parenting and family
102,82364,Debra Hickman,Male,1979-03-13,['Art'],Stockport,Chef,5390,46,46-55,5,Art & Education and learning
103,65350,Glenn Robbins,Male,1988-05-02,"['Health and wellness', 'Art', 'Cars and automobiles', 'Fashion', 'Nature']",Manchester,Electrician,4583,37,36-45,2,Fashion & Gaming
104,59650,Ronald Lusk,Male,1967-06-22,"['Outdoor activities', 'Cooking']",Bolton,Receptionist,3298,58,56-65,0,Business and entrepreneurship & Technology
105,44953,Mary Melton,Male,1956-03-21,"['Fitness', 'Books', 'Education and learning']",Preston,Barista,2813,69,66+,5,Art & Education and learning
106,39526,Thomas Hardy,Male,1999-07-11,"['Social causes and activism', 'Outdoor activities', 'Technology', 'Gaming']",Liverpool,Taxi Driver,4152,26,26-35,0,Business and entrepreneurship & Technology
107,13936,Denis Medeiros,Female,1993-08-31,['Social causes and activism'],Stockport,Office Administrator,4258,32,26-35,5,Art & Education and learning
108,93781,Carlos Marks,Male,1964-06-04,"['History', 'DIY and crafts']",Stockport,Chef,4830,61,56-65,1,Finance and investments & History
109,89885,Mary Radford,Male,1988-05-02,"['Pets', 'Parenting and family']",Liverpool,Teacher,4172,37,36-45,0,Business and entrepreneurship & Technology
110,81144,Adrienne Keehn,Female,1980-12-21,"['Outdoor activities', 'Photography', 'Art', 'Cars and automobiles', 'Gardening']",Liverpool,Financial Analyst,4824,45,46-55,4,Cars and automobiles & Parenting and family
111,95800,Josie Hamm,Female,1984-03-28,['Science'],Stockport,Waiter,2254,41,36-45,1,Finance and investments & History
112,89405,Lawrence Orr,Male,1965-11-20,"['Education and learning', 'Photography', 'Fashion', 'Outdoor activities']",Preston,Public Relations Specialist,4708,60,56-65,2,Fashion & Gaming
113,55224,Larry Haven,Male,1999-01-09,"['Nature', 'Food and dining', 'Finance and investments']",Manchester,Electrician,4396,26,26-35,3,Nature & Travel
114,73646,Roberta Sims,Male,1978-07-05,"['Photography', 'Gaming', 'Food and dining']",Manchester,Mechanic,3032,47,46-55,1,Finance and investments & History
115,66294,Louis Randall,Female,1967-08-03,"['Fitness', 'History']",Bolton,Mechanic,3144,58,56-65,1,Finance and investments & History
116,65540,Jonathan Deal,Male,1965-12-02,"['Photography', 'Health and wellness']",Stockport,Chef,4623,60,56-65,6,Health and wellness & Education and learning
117,28111,Steven Batchelor,Male,1988-04-25,"['Technology', 'Social causes and activism']",Liverpool,Loan Officer,5680,37,36-45,0,Business and entrepreneurship & Technology
118,41929,Ann Speigel,Male,1978-12-28,"['Movies', 'Education and learning']",Preston,Electrician,3452,47,46-55,5,Art & Education and learning
119,86547,John Tanner,Female,1962-06-09,"['Photography', 'Gaming', 'Movies', 'Music']",Preston,Market Research Analyst,3664,63,56-65,1,Finance and investments & History
120,82586,Thomas Prechtel,Male,1975-11-19,"['Fashion', 'Social causes and activism']",Stockport,Marketing Specialist,4187,50,46-55,2,Fashion & Gaming
121,38604,Lelia Wall,Female,1978-02-16,"['Gardening', 'Business and entrepreneurship', 'Sports']",Bolton,Mechanic,4087,47,46-55,0,Business and entrepreneurship & Technology
122,91658,Rachel Allen,Male,1955-06-18,"['Gardening', 'History', 'Parenting and family', 'Technology', 'Fashion']",Bolton,Software Engineer,7568,70,66+,2,Fashion & Gaming
123,62787,Larry Martins,Male,2002-05-26,"['Politics', 'History', 'Fashion', 'Business and entrepreneurship']",Manchester,Waiter,2668,23,18-25,2,Fashion & Gaming
124,84341,Julie Long,Male,1995-12-23,"['Technology', 'Parenting and family', 'Business and entrepreneurship']",Preston,Sales Associate,3165,30,26-35,0,Business and entrepreneurship & Technology
125,39875,Mary Greenfield,Male,1997-07-06,"['Cars and automobiles', 'History', 'Fashion', 'Photography', 'Education and learning']",Preston,Market Research Analyst,6425,28,26-35,2,Fashion & Gaming
126,78469,Michael Lazarus,Male,1996-08-27,"['Science', 'Social causes and activism']",Stockport,Receptionist,3450,29,26-35,1,Finance and investments & History
127,31632,Mary Maisano,Female,1990-12-11,"['Books', 'Books', 'Business and entrepreneurship', 'Science', 'DIY and crafts']",Liverpool,Cleaner,2450,35,36-45,0,Business and entrepreneurship & Technology
128,14953,Daren Adger,Female,1988-03-27,"['Finance and investments', 'Music']",Stockport,Market Research Analyst,5644,37,36-45,1,Finance and investments & History
129,39332,Brian Pegg,Male,1961-12-27,"['Photography', 'Pets', 'Cooking', 'DIY and crafts', 'Health and wellness']",Manchester,Project Manager,6149,64,56-65,6,Health and wellness & Education and learning
130,48588,Ricardo Daniel,Male,1974-12-24,"['History', 'Books', 'Gardening', 'DIY and crafts']",Preston,Construction Worker,2408,51,46-55,1,Finance and investments & History
131,83595,Charles Sherman,Female,1970-11-21,['Politics'],Manchester,Sales Associate,3494,55,56-65,0,Business and entrepreneurship & Technology
132,41488,Sean Weal,Female,1980-11-05,"['Cooking', 'Sports', 'Outdoor activities', 'Fashion', 'Health and wellness']",Liverpool,Waiter,2992,45,46-55,2,Fashion & Gaming
133,39628,Mark Christman,Female,1957-12-03,"['Fashion', 'Education and learning']",Manchester,Marketing Specialist,4978,68,66+,2,Fashion & Gaming
134,87895,Mary White,Female,1968-01-20,['Fashion'],Preston,Teacher,4272,57,56-65,2,Fashion & Gaming
135,26304,Gail Vaughan,Male,1967-10-12,['Politics'],Manchester,Electrician,3273,58,56-65,0,Business and entrepreneurship & Technology
136,67404,Dennis George,Female,1978-11-08,"['Beauty', 'Business and entrepreneurship']",Preston,Taxi Driver,2597,47,46-55,0,Business and entrepreneurship & Technology
137,98085,Michael Powell,Male,1977-05-16,"['Social causes and activism', 'Health and wellness']",Preston,Event Coordinator,4258,48,46-55,6,Health and wellness & Education and learning
138,95602,Ronald Nichols,Female,1980-03-21,"['Cooking', 'Fitness', 'Politics', 'Gardening', 'Music']",Manchester,Human Resources Coordinator,5906,45,46-55,0,Business and entrepreneurship & Technology
139,5020,Paul Robinson,Male,1960-07-24,['Fitness'],Liverpool,Business Consultant,8596,65,66+,1,Finance and investments & History
140,5224,Fredrick Guard,Female,1995-03-29,"['Fitness', 'Finance and investments', 'Books']",Stockport,Accountant,4974,30,26-35,1,Finance and investments & History
141,15781,James Hopper,Male,1972-12-28,"['Science', 'Nature', 'Pets']",Bolton,Sales Associate,3661,53,46-55,3,Nature & Travel
142,45557,James Kanahele,Male,1955-06-01,['Music'],Manchester,Delivery Driver,3419,70,66+,0,Business and entrepreneurship & Technology
143,12897,Glenn Brown,Female,1966-04-03,['Movies'],Bolton,Technical Writer,3643,59,56-65,1,Finance and investments & History
144,34305,Henry Smith,Male,1987-04-03,"['Art', 'Travel']",Manchester,Accountant,5803,38,36-45,3,Nature & Travel
145,93323,Lorenzo Pirtle,Male,1978-07-18,['Politics'],Preston,Technical Writer,4957,47,46-55,0,Business and entrepreneurship & Technology
146,5325,Scott Fields,Male,1979-11-02,"['Beauty', 'Sports']",Manchester,Cleaner,2916,46,46-55,0,Business and entrepreneurship & Technology
147,52926,Sondra Uribe,Male,1997-05-31,"['Cooking', 'Art']",Stockport,Procurement Specialist,4953,28,26-35,5,Art & Education and learning
148,62865,Danny Matthews,Female,1969-09-02,"['Nature', 'Sports']",Stockport,Data Analyst,5817,56,56-65,3,Nature & Travel
149,8019,Michael Infante,Female,1974-03-11,"['Education and learning', 'Food and dining']",Liverpool,IT technician,3479,51,46-55,5,Art & Education and learning
150,82945,Robert Barrick,Female,1957-05-12,['Gaming'],Liverpool,Sales Executive,3863,68,66+,0,Business and entrepreneurship & Technology
151,90377,Lan Cartwright,Female,1957-04-16,"['Travel', 'Photography']",Liverpool,Public Relations Specialist,5022,68,66+,3,Nature & Travel
152,41721,Frank Kirk,Female,1970-09-06,"['Parenting and family', 'Technology']",Liverpool,Chef,3882,55,56-65,0,Business and entrepreneurship & Technology
153,867,Christine Mansfield,Male,1971-05-20,"['Fashion', 'Travel']",Liverpool,Sales Executive,4422,54,46-55,2,Fashion & Gaming
154,98444,Bridgette Mastroianni,Female,1987-11-07,"['Fashion', 'Art', 'Gaming', 'Cars and automobiles']",Liverpool,Market Research Analyst,5391,38,36-45,2,Fashion & Gaming
155,83040,Newton Smith,Male,1962-07-22,"['Parenting and family', 'Photography', 'Sports', 'Finance and investments', 'Cars and automobiles']",Bolton,Delivery Driver,3461,63,56-65,4,Cars and automobiles & Parenting and family
156,13925,Kim Cavender,Male,1997-10-27,['Food and dining'],Preston,Waiter,2067,28,26-35,1,Finance and investments & History
157,79893,Matthew Harness,Female,1988-04-29,['Fitness'],Manchester,Teacher,4737,37,36-45,1,Finance and investments & History
158,31184,Danny Gibbons,Male,1970-07-28,"['Technology', 'Finance and investments', 'Fashion', 'Fashion']",Liverpool,Barista,2137,55,56-65,2,Fashion & Gaming
159,13800,Walter Freeney,Female,1976-06-03,"['History', 'Social causes and activism', 'Pets', 'Parenting and family']",Preston,Project Manager,6755,49,46-55,1,Finance and investments & History
160,40989,Mae Johnson,Female,1993-05-19,"['Art', 'Pets']",Manchester,Procurement Specialist,4112,32,26-35,5,Art & Education and learning
161,66734,James Henderson,Female,1998-06-10,['Finance and investments'],Preston,Project Manager,8316,27,26-35,1,Finance and investments & History
162,78331,Sandra Mcmilliam,Male,1991-10-05,"['Fashion', 'Politics', 'Cars and automobiles']",Stockport,HR Manager,4710,34,26-35,2,Fashion & Gaming
163,24379,Leann Perez,Female,1959-08-28,"['Movies', 'Beauty', 'Parenting and family', 'Music', 'Cars and automobiles']",Liverpool,Business Consultant,7966,66,66+,4,Cars and automobiles & Parenting and family
164,23415,Jon Newman,Male,1990-02-14,"['Gardening', 'History', 'Outdoor activities', 'Parenting and family', 'Education and learning']",Bolton,Office Administrator,3147,35,36-45,1,Finance and investments & History
165,97560,Julie King,Female,1985-06-17,"['Pets', 'Politics', 'Science', 'Movies', 'Sports']",Preston,Corporate Trainer,6421,40,36-45,0,Business and entrepreneurship & Technology
166,22993,Theodore Nagy,Female,1973-01-18,"['Pets', 'Food and dining', 'Beauty', 'Social causes and activism', 'Science']",Preston,Electrician,2949,52,46-55,0,Business and entrepreneurship & Technology
167,3232,Sheila Arteaga,Female,1955-07-14,"['Pets', 'Sports']",Preston,Barista,2651,70,66+,0,Business and entrepreneurship & Technology
168,41996,Chris Pinto,Male,1991-12-24,['Cars and automobiles'],Bolton,Technical Writer,3715,34,26-35,4,Cars and automobiles & Parenting and family
169,49188,Krista Cooper,Male,1965-08-30,['Education and learning'],Liverpool,Cleaner,2230,60,56-65,5,Art & Education and learning
170,22515,Ronald Mcsweeney,Male,1964-04-03,"['Science', 'Movies', 'Technology', 'Parenting and family']",Preston,Public Relations Specialist,6710,61,56-65,0,Business and entrepreneurship & Technology
171,21326,Shirley Stovall,Male,1981-05-21,"['Sports', 'Beauty']",Liverpool,Accountant,3667,44,36-45,0,Business and entrepreneurship & Technology
172,86234,Richard Hickey,Male,1974-06-02,"['Pets', 'Art']",Liverpool,IT technician,5766,51,46-55,5,Art & Education and learning
173,88127,James Storie,Male,1971-07-21,"['Art', 'Fashion', 'Gardening']",Stockport,Procurement Specialist,6293,54,46-55,2,Fashion & Gaming
174,29824,Wilma Rhoads,Female,1974-09-23,['Art'],Preston,Financial Analyst,7029,51,46-55,5,Art & Education and learning
175,92485,Amanda Buchanan,Female,1998-08-08,"['Cooking', 'Technology', 'Parenting and family', 'Food and dining']",Preston,Accountant,6221,27,26-35,0,Business and entrepreneurship & Technology
